nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt;ena_queda_bruta;mlt_ena
FUNDÃO;72;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-18;43.986;53.4854;43.986;53.4854;45.166;82.2393
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-18;85.08;40.8048;85.08;40.8048;74.383;208.505
FUNIL-MG;4;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-18;68.691;33.9562;68.691;33.9562;71.464;202.293
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-18;567.661;40.8083;567.661;40.8083;547.602;1391.043
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-18;370.383;54.7044;370.383;54.7044;362.062;677.0622
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;2026-01-18;149.768;94.2797;149.768;94.2797;149.652;158.855
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-18;114.879;140.833;114.879;140.833;114.505;81.5711
GOV JAYME CANET JR;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;2026-01-18;124.406;38.8687;124.406;38.8687;124.037;320.067
GUAPORE;196;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-18;57.512;103.3883;57.512;103.3883;57.446;55.6272
GUILM. AMORIM;192;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-18;24.36;16.3515;24.36;16.3515;24.227;148.9768
HENRY BORDEN;119;Fio dagua;TIETE;SUDESTE;SE;SUDESTE;2026-01-18;875.298;229.9702;875.298;229.9702;874.568;380.6136
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;2026-01-18;1380.645;41.1732;1380.645;41.1732;1413.725;3353.2623
IBITINGA;39;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-18;188.914;119.7784;176.061;111.6291;191.159;157.7196
IGARAPAVA;10;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-18;118.881;38.6996;118.881;38.6996;120.076;307.1891
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-18;56.761;24.3701;56.761;24.3701;57.299;232.9124
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;2026-01-18;116.497;24.291;116.497;24.291;116.251;479.589
ITÁ;92;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-18;571.055;88.7892;571.055;88.7892;569.625;643.1579
ITAIPU;66;Fio dagua;PARANA;ITAIPU;SE;SUDESTE;2026-01-18;8834.692;58.7564;8834.692;58.7564;9124.915;15036.1432
ITAPEBI;154;Fio dagua;JEQUITINHONHA;NORDESTE;NE;NORDESTE;2026-01-18;95.503;17.2572;68.333;12.3476;97.08;553.41
ITAUBA;113;Fio dagua;JACUI;SUL;S;SUL;2026-01-18;210.311;160.0058;210.311;160.0058;209.366;131.4396
ITIQUIRA I;304;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-18;38.164;50.162;38.164;50.162;38.155;76.0815
ITIQUIRA II;305;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-18;60.779;50.1617;60.779;50.1617;60.977;121.1661
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-18;891.305;48.5048;891.305;48.5048;820.36;1837.5605
ITUTINGA;2;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-18;24.455;41.4664;24.455;41.4664;25.04;58.9754
JACUI;112;Fio dagua;JACUI;SUL;S;SUL;2026-01-18;163.886;146.1844;15.997;14.2691;170.119;112.1091
JAGUARA;9;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-18;308.275;39.7372;308.275;39.7372;308.508;775.7848
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-18;19.041;83.8175;19.041;83.8175;17.245;22.7172
JAURU;195;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-18;74.274;83.219;74.274;83.219;74.074;89.2512
JIRAU;285;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-18;4171.529;114.4605;3005.309;82.4612;3776.612;3644.515
JUPIA;45;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-18;825.543;44.4543;825.543;44.4543;843.641;1857.06
JURUENA;309;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-18;41.177;86.6811;25.441;53.5555;42.554;47.504
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-18;35.416;37.6019;35.416;37.6019;35.303;94.1868
L. C. BARRETO;8;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-18;428.876;40.4311;428.876;40.4311;434.426;1060.7587
LAJEADO;261;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-18;470.236;32.8283;470.236;32.8283;437.147;1432.4115
LIMOEIRO;16;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-18;46.833;135.0382;40.427;116.5671;46.197;34.6813
LUIZ GONZAGA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-18;724.377;36.5078;724.377;36.5078;709.14;1984.17
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-18;273.095;41.2148;273.095;41.2148;285.459;662.6139
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-18;500.868;109.5067;500.868;109.5067;509.593;457.3859
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-18;103.383;68.7533;103.383;68.7533;102.52;150.368
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-18;679.782;40.9223;679.782;40.9223;619.774;1661.1515
MASCARENHAS;144;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-18;71.986;20.2643;71.986;20.2643;68.791;355.2354
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-18;124.873;34.7536;124.873;34.7536;124.7;359.31
MONJOLINHO;94;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-18;46.494;138.871;46.494;138.871;45.95;33.48
MONTE CLARO;98;Fio dagua;JACUI;SUL;S;SUL;2026-01-18;62.396;108.7717;57.793;100.7475;62.592;57.3642
N. AVANHANDAVA;42;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-18;276.746;84.6008;276.746;84.6008;274.785;327.12
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-18;352.816;91.8181;352.816;91.8181;352.695;384.2553
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-18;174.912;35.6102;174.912;35.6102;153.057;491.1852
OURINHOS;249;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-18;15.822;32.3123;15.822;32.3123;17.714;48.9658
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-18;622.064;36.5241;622.064;36.5241;131.648;1703.16
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-18;890.37;36.5241;890.37;36.5241;1507.81;2437.7598
P. COLOMBIA;12;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-18;194.758;40.3158;194.758;40.3158;200.635;483.0812
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-18;56.014;76.1334;56.014;76.1334;51.693;73.5735
PARANAPANEMA;53;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-18;15.607;36.9812;15.607;36.9812;16.307;42.2025
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-18;120.517;154.7431;120.517;154.7431;121.533;77.882
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;2026-01-18;74.244;144.0289;74.244;144.0289;78.798;51.548
PASSO SAO JOAO;102;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-18;59.138;132.7825;50.231;112.7836;58.861;44.5375
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;2026-01-18;12.641;8.7125;12.641;8.7125;12.789;145.0899
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-18;243.745;33.5176;243.745;33.5176;241.693;727.216
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-18;46.474;76.4621;46.474;76.4621;46.877;60.7804
PICADA;126;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-18;22.896;31.9843;22.896;31.9843;22.922;71.5852
PIMENTAL;314;Fio dagua;AMAZONAS;BELO MONTE;N;NORTE;2026-01-18;126.238;89.9554;126.238;89.9554;131.189;140.334
PIRAJU;48;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-18;28.228;36.9822;28.228;36.9822;29.195;76.3286
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-18;158.633;83.442;127.684;67.1627;159.046;190.1116
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;2026-01-18;22.584;16.445;22.584;16.445;20.989;137.3307
PORTO PRIMAVERA;46;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-18;908.102;46.2261;908.102;46.2261;936.48;1964.48
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-18;218.945;93.9589;73.04;31.3447;219.035;233.022
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-18;55.197;91.949;55.197;91.949;55.443;60.03
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-18;43.897;34.7532;43.897;34.7532;42.877;126.3108
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-18;28.786;27.1391;28.786;27.1391;28.96;106.0682
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-18;67.836;110.5635;67.836;110.5635;67.283;61.3548
ROSAL;217;Fio dagua;ITABAPOANA;SUDESTE;SE;SUDESTE;2026-01-18;33.891;32.8693;33.891;32.8693;33.77;103.1083
ROSANA;63;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-18;174.744;54.5506;174.744;54.5506;180.631;320.334
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-18;66.759;33.7312;66.759;33.7312;63.281;197.9145
S.R.VERDINHO;241;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-18;44.126;45.8836;44.126;45.8836;44.811;96.1694
SA CARVALHO;193;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-18;23.841;15.8138;22.904;15.1923;23.767;150.7604
SALTO;262;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-18;47.591;44.7927;47.591;44.7927;47.887;106.2472
SALTO CAXIAS;82;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-18;368.877;55.4398;368.877;55.4398;369.467;665.3644
SALTO GRANDE CM;134;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-18;39.122;16.9967;38.32;16.6483;39.244;230.174
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-18;41.984;43.354;20.035;20.6888;43.921;96.8399
SALTO OSORIO;78;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-18;310.631;56.3618;310.631;56.3618;316.791;551.1373
SALTO PILAO;215;Fio dagua;ITAJAI;SUL;S;SUL;2026-01-18;155.17;76.4868;102.247;50.3999;155.454;202.8715
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-18;462.67;56.2506;462.67;56.2506;472.02;822.5162
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-18;221.595;164.4055;221.595;164.4055;201.799;134.7856
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-18;33.056;74.8754;33.056;74.8754;27.42;44.148
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-18;40.24;52.6809;40.24;52.6809;40.543;76.3844
SANTO ANTONIO;287;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-18;4272.112;112.6002;3208.436;84.5648;3577.893;3794.0553
SAO DOMINGOS;153;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-18;30.55;66.7644;24.101;52.6707;30.582;45.7579
SAO JOSE;101;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-18;41.896;132.005;41.896;132.005;41.539;31.7382
SAO MANOEL;230;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-18;632.656;76.479;584.596;70.6692;612.021;827.2283
SAO ROQUE;88;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-18;126.933;158.2755;126.933;158.2755;130.004;80.1975
SAO SALVADOR;253;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-18;124.807;34.3243;124.807;34.3243;125.1;363.6108
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-18;1125.229;44.8713;1125.229;44.8713;1078.571;2507.683
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-18;417.928;57.3585;417.928;57.3585;418.977;728.624
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-18;423.089;29.5753;423.089;29.5753;412.041;1430.55
SIMPLICIO;129;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-18;52.695;16.6476;52.695;16.6476;53.543;316.53285
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-18;195.372;57.2414;188.079;55.1046;158.973;341.3124
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-18;525.249;48.2508;525.249;48.2508;482.093;1088.5805
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-18;24.193;27.0162;22.044;24.6164;24.182;89.55
STA.CLARA-MG;283;Fio dagua;MUCURI;SUDESTE;SE;SUDESTE;2026-01-18;13.121;17.691;13.121;17.691;12.934;74.1675
STO ANTONIO DO JARI;286;Fio dagua;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-01-18;64.908;40.6938;64.908;40.6938;66.873;159.5035
SUIÇA;145;Fio dagua;SANTA MARIA VIT;SUDESTE;SE;SUDESTE;2026-01-18;10.481;24.7989;10.481;24.7989;10.373;42.264
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-18;184.245;52.6704;184.245;52.6704;185.067;349.8075
TELES PIRES;229;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-18;1383.052;75.658;1316.845;72.0362;1398.678;1828.0318
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-18;309.845;62.6364;309.845;62.6364;313.789;494.6725
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-18;205.543;33.0827;205.543;33.0827;200.089;621.3
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;2026-01-18;4752.155;58.6288;4752.155;58.6288;4267.067;8105.5008
VOLTA GRANDE;11;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-18;204.385;38.6969;204.385;38.6969;199.348;528.1696
XINGO;178;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-18;1591.437;32.9866;1591.437;32.9866;1627.326;4824.4975
14 DE JULHO;99;Fio dagua;JACUI;SUL;S;SUL;2026-01-19;58.664;115.7793;58.664;115.7793;56.572;50.6688
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-19;691.914;41.8119;691.914;41.8119;652.73;1654.825
AIMORES;143;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-19;69.936;17.846;69.936;17.846;72.43;391.8856
APOLONIO SALES;173;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-19;183.026;41.9259;183.026;41.9259;56.396;436.5468
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-19;182.367;151.2285;169.935;140.9192;194.273;120.5904
B.COQUEIROS;312;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;37.202;40.0518;37.202;40.0518;38.303;92.8846
BAGUARI;141;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-19;38.811;22.5191;38.811;22.5191;39.462;172.347
BAIXO IGUACU;83;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-19;100.277;53.6065;100.277;53.6065;95.007;187.0614
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-01-19;124.403;147.6769;124.403;147.6769;119.851;84.24
BARIRI;38;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-19;202.36;143.8925;202.36;143.8925;201.111;140.6328
BARRA BRAUNA;185;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-19;19.721;43.4003;19.721;43.4003;19.455;45.4398
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-19;381.395;142.582;375.734;140.4657;386.844;267.4917
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;21.579;33.0265;21.579;33.0265;19.925;65.3384
BELO MONTE;288;Fio dagua;AMAZONAS;BELO MONTE;N;NORTE;2026-01-19;4443.375;79.3667;4443.375;79.3667;4392.007;5598.54
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;2026-01-19;135.009;56.0989;135.009;56.0989;130.354;240.6624
C. DOURADA;32;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;360.058;48.6869;358.977;48.5407;382.825;739.5374
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;104.566;34.6559;78.996;26.1814;101.855;301.726
C.BRANCO-2;28;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;87.741;34.4453;75.234;29.5353;87.074;254.7259
CACHOEIRA CALDEIRAO;204;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-19;41.277;52.5183;39.028;49.6569;42.37;78.5954
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-19;111.009;141.4839;111.009;141.4839;107.356;78.4605
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;26.844;39.7371;26.844;39.7371;27.578;67.554
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-19;23.162;46.1034;23.162;46.1034;22.272;50.2392
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-19;511.558;132.6957;511.558;132.6957;515.415;385.512
CANA BRAVA;252;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-19;168.792;28.4102;168.792;28.4102;163.653;594.1248
CANASTRA;87;Fio dagua;JACUI;SUL;S;SUL;2026-01-19;;;;;;
CANDONGA;139;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-19;29.157;24.3422;29.157;24.3422;28.396;119.7798
CANOAS I;52;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-19;45.484;44.4639;45.484;44.4639;46.071;102.2943
CANOAS II;51;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-19;36.708;42.9864;36.708;42.9864;37.793;85.3944
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-19;293.035;52.0744;293.035;52.0744;311.119;562.7232
CASTRO ALVES;97;Fio dagua;JACUI;SUL;S;SUL;2026-01-19;100.08;135.8129;100.08;135.8129;97.211;73.6896
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-19;93.223;30.0039;93.223;30.0039;91.996;310.7031
COARACY NUNES;280;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-19;52.358;51.9943;52.358;51.9943;53.431;100.6995
COLIDER;228;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-19;185.979;58.3436;159.796;50.1297;136.067;318.7652
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;239.266;53.0194;239.266;53.0194;228.746;451.2798
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;42.558;47.3398;40.475;45.0228;40.676;89.8989
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;56.656;46.6732;54.905;45.2307;55.393;121.3888
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;2026-01-19;25.036;98.75;25.036;98.75;21.364;25.3529
D. FRANCISCA;114;Fio dagua;JACUI;SUL;S;SUL;2026-01-19;105.321;148.0325;105.321;148.0325;107.746;71.1472
DARDANELOS;310;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-19;397.252;93.6864;259.966;61.3094;386.926;424.0232
E. DA CUNHA;15;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-19;165.524;143.2726;165.524;143.2726;157.226;115.5308
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;352.0;35.2985;352.0;35.2985;334.116;997.2102
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;23.495;73.0384;23.495;73.0384;21.891;32.168
ESTREITO;267;Fio dagua;TOCANTINS;NORTE;N;NORTE;2026-01-19;570.405;40.4995;570.405;40.4995;503.39;1408.425
FERREIRA GOMES;284;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-19;43.666;51.5577;43.666;51.5577;48.292;84.6935
FONTES;132;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-19;118.591;97.5552;118.591;97.5552;118.513;121.563
FOZ CHAPECO;103;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-19;371.24;96.0232;336.995;87.1656;373.21;386.6148
FOZ DO RIO CLARO;315;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;30.237;40.726;30.237;40.726;30.15;74.245
FUNDÃO;72;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-19;41.601;50.5853;41.601;50.5853;42.504;82.2393
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-19;103.366;49.5748;103.366;49.5748;90.929;208.505
FUNIL-MG;4;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-19;77.961;38.5387;77.961;38.5387;81.148;202.293
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-19;617.677;44.4039;617.677;44.4039;595.098;1391.043
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-19;352.893;52.1212;352.893;52.1212;345.051;677.0622
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;2026-01-19;127.338;80.1599;127.338;80.1599;127.235;158.855
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-19;115.189;141.213;115.189;141.213;115.002;81.5711
GOV JAYME CANET JR;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;2026-01-19;115.119;35.9672;115.119;35.9672;114.648;320.067
GUAPORE;196;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-19;56.508;101.5834;56.508;101.5834;56.436;55.6272
GUILM. AMORIM;192;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-19;23.001;15.4393;23.001;15.4393;22.996;148.9768
HENRY BORDEN;119;Fio dagua;TIETE;SUDESTE;SE;SUDESTE;2026-01-19;851.609;223.7463;851.609;223.7463;851.292;380.6136
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;2026-01-19;1415.303;42.2067;1415.303;42.2067;1441.303;3353.2623
IBITINGA;39;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-19;208.774;132.3704;208.774;132.3704;210.544;157.7196
IGARAPAVA;10;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-19;133.32;43.4;133.32;43.4;131.432;307.1891
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-19;49.536;21.2681;49.536;21.2681;50.239;232.9124
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;2026-01-19;146.362;30.5182;146.362;30.5182;145.5;479.589
ITÁ;92;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-19;603.704;93.8656;603.704;93.8656;601.777;643.1579
ITAIPU;66;Fio dagua;PARANA;ITAIPU;SE;SUDESTE;2026-01-19;8699.471;57.8571;8699.471;57.8571;8959.927;15036.1432
ITAPEBI;154;Fio dagua;JEQUITINHONHA;NORDESTE;NE;NORDESTE;2026-01-19;76.684;13.8566;50.944;9.2055;77.676;553.41
ITAUBA;113;Fio dagua;JACUI;SUL;S;SUL;2026-01-19;205.31;156.201;205.31;156.201;204.412;131.4396
ITIQUIRA I;304;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-19;38.033;49.9898;38.033;49.9898;38.042;76.0815
ITIQUIRA II;305;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-19;60.571;49.9901;60.571;49.9901;61.883;121.1661
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-19;925.161;50.3472;925.161;50.3472;845.624;1837.5605
ITUTINGA;2;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-19;27.19;46.104;27.19;46.104;27.81;58.9754
JACUI;112;Fio dagua;JACUI;SUL;S;SUL;2026-01-19;194.028;173.0707;46.935;41.8655;201.28;112.1091
JAGUARA;9;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-19;342.927;44.2039;316.108;40.7469;344.897;775.7848
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-19;16.692;73.4774;16.692;73.4774;15.123;22.7172
