nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual;ear_total_mwmes;ear_maxima_total_mwmes;val_contribearbacia;val_contribearmaxbacia;val_contribearsubsistema;val_contribearmaxsubsistema;val_contribearsubsistemajusante;val_contribearmaxsubsistemajusante;val_contribearsin;val_contribearmaxsin
TRÊS IRMÃOS;43.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-30;1802.036;;2328.579;;77.3878;1802.036;2328.579;0.25014725;0.23943651;0.01874815;0.01138028;0.0;0.0;0.01245092;0.00797272
TRÊS MARIAS;156.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-30;1523.82;11033.894;2345.606;16040.745;64.9649;12557.714;18386.351;0.44673209;0.34870707;0.01585363;0.01146349;0.40150086;0.31031852;0.08676581;0.06295225
TUCURUI;275.0;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2026-01-30;2466.553;;7721.097;;31.9456;2466.553;7721.097;0.08889089;0.15479156;0.27446207;0.50456785;0.0;0.0;0.01704231;0.02643594
A. VERMELHA;18.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-31;1406.186;;4340.282;;32.3985;1406.186;4340.282;0.06606318;0.0842259;0.01450597;0.02121191;0.0;0.0;0.00965763;0.01486051
ANTA;128.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-31;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
B. BONITA;37.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-31;2082.529;;2713.786;;76.7389;2082.529;2713.786;0.28608702;0.27904549;0.021483;0.01326287;0.0;0.0;0.01430272;0.00929162
BALBINA;277.0;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2026-01-31;366.957;;785.737;;46.7023;366.957;785.737;0.47664181;0.38740015;0.04088285;0.05134732;0.0;0.0;0.00252025;0.00269025
BARRA GRANDE;86.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-31;1829.188;;2991.427;;61.1477;1829.188;2991.427;0.41909483;0.44447414;0.15209103;0.14621397;0.0;0.0;0.01256279;0.01024222
BATALHA;20.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;1499.415;;2751.514;;54.4942;1499.415;2751.514;0.04644669;0.03505071;0.0154677;0.01344725;0.0;0.0;0.01029792;0.00942079
BILLINGS;118.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-31;1804.816;;2444.556;;73.83;1804.816;2444.556;0.24793625;0.25136187;0.01861816;0.01194708;0.0;0.0;0.0123954;0.00836981
BLANG;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-31;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOA ESPERANÇA;190.0;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2026-01-31;105.154;;264.178;;39.8042;105.154;264.178;1.0;1.0;0.00380133;0.00511069;0.0;0.0;0.00072219;0.00090451
C.BRANCO-1;27.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;6.28;;20.753;;30.2607;6.28;20.753;0.00019453;0.00026437;6.478e-05;0.00010142;0.0;0.0;4.313e-05;7.106e-05
CACONDE;14.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-31;476.247;;853.4;;55.8058;476.247;853.4;0.02237427;0.01656076;0.00491288;0.00417075;0.0;0.0;0.00327084;0.00292192
CACU;311.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;22.964;;30.877;;74.3725;22.964;30.877;0.00071135;0.00039333;0.00023689;0.0001509;0.0;0.0;0.00015772;0.00010572
CAMARGOS;1.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-31;1205.254;;1568.489;;76.8417;1205.254;1568.489;0.05662332;0.03043752;0.01243319;0.00766555;0.0;0.0;0.00827763;0.00537028
CAMPOS NOVOS;90.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-31;127.735;;227.826;;56.0669;127.735;227.826;0.02926603;0.03385099;0.01062075;0.0111356;0.0;0.0;0.00087728;0.00078004
CAPIVARA;61.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-31;3137.612;;3889.672;;80.6652;3137.612;3889.672;0.42924162;0.32160692;0.03236705;0.01900968;0.0;0.0;0.02154899;0.01331768
CHAVANTES;49.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-31;1581.485;;3370.499;;46.9214;1581.485;3370.499;0.21635536;0.27868052;0.01631432;0.01647237;0.0;0.0;0.01086157;0.01154011
CORUMBA;30.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;1018.689;;1531.054;;66.5351;1018.689;1531.054;0.03155546;0.01950364;0.01050862;0.0074826;0.0;0.0;0.00699631;0.00524211
CORUMBA-3;203.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;209.584;;425.126;;49.2993;209.584;425.126;0.00649219;0.00541555;0.00216203;0.00207768;0.0;0.0;0.00143941;0.00145557
CORUMBA-4;29.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;706.847;;1415.959;;49.92;706.847;1415.959;0.02189567;0.01803748;0.00729171;0.0069201;0.0;0.0;0.0048546;0.00484804
CURUA-UNA;272.0;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2026-01-31;4.639;;28.109;;16.5036;4.639;28.109;0.00602561;0.01385888;0.00051683;0.0018369;0.0;0.0;3.186e-05;9.624e-05
DIVISA;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-31;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EDGARD SOUZA;107.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-31;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EMBORCAÇÃO;24.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;10723.578;;21873.496;;49.0254;10723.578;21873.496;0.33217933;0.2786399;0.11062253;0.10690057;0.0;0.0;0.07364909;0.07489174
ERNESTINA;110.0;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-31;200.76;;200.552;;100.1037;200.76;200.552;0.0860284;0.06620289;0.01669254;0.00980251;0.0;0.0;0.00137881;0.00068666
ESPORA;290.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;33.993;;112.927;;30.1017;33.993;112.927;0.00105299;0.00143854;0.00035067;0.0005519;0.0;0.0;0.00023346;0.00038665
FUNIL;123.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-31;424.031;;813.622;;52.1165;424.031;813.622;0.13374853;0.10769465;0.00437423;0.00397635;0.0;0.0;0.00291223;0.00278573
FURNAS;6.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-31;12881.558;;35035.949;;36.7667;12881.558;35035.949;0.60518075;0.67989462;0.13288387;0.17122837;0.0;0.0;0.08847001;0.11995811
G. B. MUNHOZ;74.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-31;2463.472;;5880.363;;41.8932;2463.472;5880.363;0.48997085;0.58435864;0.20482968;0.28741842;0.0;0.0;0.01691902;0.02013353
G. P. SOUZA;115.0;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2026-01-31;207.495;;374.956;;55.3385;207.495;374.956;1.0;1.0;0.01725253;0.01832697;0.0;0.0;0.00142507;0.0012838
GARIBALDI;89.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-31;50.615;;101.775;;49.7323;50.615;101.775;0.01159667;0.015122;0.00420847;0.00497452;0.0;0.0;0.00034762;0.00034846
GOV JAYME CANET JR;57.0;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2026-01-31;93.377;164.193;261.737;451.213;35.6759;257.57;712.95;0.03523691;0.05894833;0.00776399;0.01279309;0.00169379;0.00220518;0.00176898;0.00244104
GUARAPIRANGA;117.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-31;293.143;;408.675;;71.7301;293.143;408.675;0.04027046;0.04202207;0.00302401;0.00199728;0.0;0.0;0.00201329;0.00139925
I. SOLTEIRA;34.0;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2026-01-31;2841.243;;3691.575;;76.9656;2841.243;3691.575;1.0;1.0;0.02930976;0.01804154;0.0;0.0;0.01951354;0.01263943
IRAPE;148.0;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-31;1285.59;682.925;1962.895;1004.893;65.4946;1968.515;2967.788;0.99999949;1.0;0.01326192;0.0095931;0.02468779;0.0194403;0.01351968;0.01016128
ITUMBIARA;31.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;5877.974;;15706.409;;37.424;5877.974;15706.409;0.18207929;0.20007923;0.06063614;0.07676067;0.0;0.0;0.04036968;0.05377651
JAGUARI;120.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-31;432.563;;1213.775;;35.6378;432.563;1213.775;0.13643971;0.16066069;0.00446224;0.00593198;0.0;0.0;0.00297082;0.00415579
JORDÃO;73.0;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2026-01-31;8.779;;20.306;;43.2335;8.779;20.306;0.00174609;0.0020179;0.00072995;0.00099251;0.0;0.0;6.029e-05;6.952e-05
JURUMIRIM;47.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-31;2332.997;;4121.37;;56.6073;2332.997;4121.37;0.31916611;0.34076424;0.02406678;0.02014204;0.0;0.0;0.01602293;0.01411099
LAJES;124.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-31;464.192;;512.183;;90.6301;464.192;512.183;0.14641618;0.06779484;0.00478852;0.00250315;0.0;0.0;0.00318805;0.00175364
LUIZ GONZAGA;172.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-31;1545.024;;3418.033;;45.2021;1545.024;3418.033;0.05457165;0.06482484;0.05585274;0.06612405;0.0;0.0;0.01061116;0.01170286
M. MORAES;7.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-31;3234.768;;4339.622;;74.5403;3234.768;4339.622;0.1519707;0.08421309;0.03336929;0.02120868;0.0;0.0;0.02221625;0.01485825
MACHADINHO;91.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-31;538.159;;890.994;;60.3998;538.159;890.994;0.12330042;0.13238625;0.04474617;0.04354971;0.0;0.0;0.00369605;0.00305064
MANSO;278.0;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2026-01-31;373.677;;555.798;;67.2325;373.677;555.798;1.0;1.0;0.00385479;0.00271631;0.0;0.0;0.0025664;0.00190297
MARIMBONDO;17.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-31;2081.459;;5393.697;;38.5906;2081.459;5393.697;0.09778778;0.10466808;0.02147196;0.02636018;0.0;0.0;0.01429537;0.01846725
MIRANDA;26.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;221.987;;269.778;;82.2851;221.987;269.778;0.00687639;0.00343662;0.00228998;0.00131846;0.0;0.0;0.0015246;0.00092368
NOVA PONTE;25.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;7023.434;;22766.333;;30.8501;7023.434;22766.333;0.21756168;0.29001349;0.0724525;0.11126406;0.0;0.0;0.04823666;0.07794869
PARAIBUNA;121.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-31;1666.751;;4561.222;;36.5418;1666.751;4561.222;0.52572925;0.60374377;0.01719391;0.02229169;0.0;0.0;0.01144718;0.01561698
PASSO FUNDO;93.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-31;1367.583;;1706.162;;80.1555;1367.583;1706.162;0.31333409;0.25350607;0.11371008;0.08339322;0.0;0.0;0.0093925;0.00584166
PASSO REAL;111.0;Reservatório com Usina;JACUI;SUL;S;SUL;;;2026-01-31;2132.888;;2828.801;;75.399;2132.888;2828.801;0.9139716;0.93379678;0.17734269;0.13826519;0.0;0.0;0.01464859;0.00968541
PEDRA DO CAVALO;189.0;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2026-01-31;239.223;;335.383;;71.3283;239.223;335.383;1.0;1.0;0.00864793;0.0064882;0.0;0.0;0.00164297;0.0011483
PEIXE ANGICAL;257.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-31;75.368;89.039;114.392;147.034;65.8857;164.407;261.426;0.00593033;0.00524104;0.00077748;0.00055906;0.00991988;0.00960856;0.00112914;0.00089509
PONTE NOVA;105.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-31;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORTO ESTRELA;135.0;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-31;10.176;;12.899;;78.8898;10.176;12.899;1.0;1.0;0.00010497;6.304e-05;0.0;0.0;6.989e-05;4.416e-05
PROMISSÃO;40.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-31;1286.984;;1829.65;;70.3404;1286.984;1829.65;0.17679918;0.18813406;0.0132763;0.0089419;0.0;0.0;0.00883895;0.00626446
QUEBRA QUEIXO;95.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-31;4.345;;10.163;;42.7531;4.345;10.163;0.00099551;0.00151005;0.00036127;0.00049674;0.0;0.0;2.984e-05;3.48e-05
QUEIMADO;162.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-31;126.466;218.728;283.402;484.803;44.6242;345.194;768.205;0.01219257;0.01456942;0.0013046;0.00138505;0.00790703;0.00937883;0.00237078;0.00263022
RETIRO BAIXO;155.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-31;6.514;25.16;11.43;42.91;56.9904;31.674;54.34;0.00111875;0.00103059;6.72e-05;5.586e-05;0.00090954;0.00083012;0.00021754;0.00018605
RONDON II;276.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-31;35.227;;56.442;;62.4127;35.227;56.442;0.04575648;0.02782819;0.0003634;0.00027584;0.0;0.0;0.00024194;0.00019325
S.DO FACÃO;21.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;3081.79;;6581.918;;46.8221;3081.79;6581.918;0.09546319;0.08384508;0.0317912;0.03216728;0.0;0.0;0.02116561;0.02253555
SALTO RS;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-31;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SALTO SANTIAGO;77.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-31;2169.264;;3340.803;;64.9324;2169.264;3340.803;0.43145452;0.33199092;0.18036724;0.16329065;0.0;0.0;0.01489842;0.01143843
SAMUEL;279.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-31;174.691;;257.288;;67.8971;174.691;257.288;0.22690679;0.1268534;0.00180208;0.00125742;0.0;0.0;0.00119977;0.00088092
SANTA BRANCA;122.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-31;182.824;;454.095;;40.2612;182.824;454.095;0.05766664;0.06010605;0.00188598;0.00221926;0.0;0.0;0.00125563;0.00155476
SANTA CLARA-PR;71.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-31;177.257;;373.966;;47.3992;177.257;373.966;0.03525543;0.03716272;0.01473834;0.01827859;0.0;0.0;0.00121739;0.00128041
SANTANA;181.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-31;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SANTONIO CM;193.0;Reservatório sem usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-31;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAO ROQUE;88.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-31;446.991;;801.912;;55.7407;446.991;801.912;0.10241245;0.11915021;0.03716585;0.03919559;0.0;0.0;0.00306992;0.00274563
SÃO SIMÃO;33.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-31;1855.963;;5014.801;;37.0097;1855.963;5014.801;0.05749131;0.06388205;0.01914579;0.02450843;0.0;0.0;0.01274668;0.01716997
SEGREDO;76.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-31;209.021;;447.497;;46.7089;209.021;447.497;0.04157311;0.04446983;0.01737942;0.02187261;0.0;0.0;0.00143555;0.00153217
SERRA DA MESA;251.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-31;19043.468;6052.375;35277.664;6620.419;53.9817;25095.843;41898.083;0.90523361;0.8399674;0.19644904;0.17240968;0.67429787;0.43263937;0.17235722;0.14345308
SINOP;227.0;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2026-01-31;188.366;;900.655;;20.9143;188.366;900.655;0.2446693;0.44405938;0.00194315;0.0044017;0.0;0.0;0.00129369;0.00308371
SOBRADINHO;169.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-31;13690.12;;30100.282;;45.4817;13690.12;30100.282;0.48354749;0.5708681;0.49489893;0.58230931;0.0;0.0;0.09402318;0.10305909
TOCOS;180.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-31;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRÊS IRMÃOS;43.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-31;1811.884;;2328.579;;77.8107;1811.884;2328.579;0.24890722;0.23943651;0.01869107;0.01138028;0.0;0.0;0.01244394;0.00797272
TRÊS MARIAS;156.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-31;1543.708;11156.121;2345.606;16040.745;65.8128;12699.829;18386.351;0.44856951;0.34870707;0.01592462;0.01146349;0.40329467;0.31031852;0.0872219;0.06295225
TUCURUI;275.0;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2026-01-31;2462.808;;7721.097;;31.8971;2462.808;7721.097;0.08883609;0.15479156;0.27438257;0.50456785;0.0;0.0;0.01691446;0.02643594
A. VERMELHA;18.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-02-01;1418.357;;4340.282;;32.6789;1418.357;4340.282;0.06541586;0.0842259;0.01448316;0.02121191;0.0;0.0;0.00966537;0.01486051
ANTA;128.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-02-01;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
B. BONITA;37.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-02-01;2135.888;;2713.786;;78.7051;2135.888;2713.786;0.2884849;0.27904549;0.02181003;0.01326287;0.0;0.0;0.01455498;0.00929162
BALBINA;277.0;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2026-02-01;368.534;;785.737;;46.903;368.534;785.737;0.4624398;0.38740015;0.04113877;0.05134732;0.0;0.0;0.00251137;0.00269025
BARRA GRANDE;86.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-02-01;1809.352;;2991.427;;60.4846;1809.352;2991.427;0.41654214;0.44447414;0.15136334;0.14621397;0.0;0.0;0.0123298;0.01024222
BATALHA;20.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-02-01;1525.86;;2751.514;;55.4553;1525.86;2751.514;0.04674178;0.03505071;0.01558089;0.01344725;0.0;0.0;0.01039795;0.00942079
BILLINGS;118.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-02-01;1818.505;;2444.556;;74.39;1818.505;2444.556;0.24561739;0.25136187;0.01856916;0.01194708;0.0;0.0;0.01239218;0.00836981
BLANG;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-02-01;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOA ESPERANÇA;190.0;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2026-02-01;104.736;;264.178;;39.646;104.736;264.178;1.0;1.0;0.00375361;0.00511069;0.0;0.0;0.00071372;0.00090451
C.BRANCO-1;27.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-02-01;4.849;;20.753;;23.3653;4.849;20.753;0.00014854;0.00026437;4.951e-05;0.00010142;0.0;0.0;3.304e-05;7.106e-05
CACONDE;14.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-02-01;485.634;;853.4;;56.9058;485.634;853.4;0.02239786;0.01656076;0.00495892;0.00417075;0.0;0.0;0.00330935;0.00292192
CACU;311.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-02-01;26.946;;30.877;;87.2688;26.946;30.877;0.00082544;0.00039333;0.00027515;0.0001509;0.0;0.0;0.00018362;0.00010572
CAMARGOS;1.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-02-01;1214.81;;1568.489;;77.451;1214.81;1568.489;0.05602809;0.03043752;0.01240469;0.00766555;0.0;0.0;0.00827831;0.00537028
CAMPOS NOVOS;90.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-02-01;131.849;;227.826;;57.8727;131.849;227.826;0.03035378;0.03385099;0.01102997;0.0111356;0.0;0.0;0.00089848;0.00078004
CAPIVARA;61.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-02-01;3134.046;;3889.672;;80.5735;3134.046;3889.672;0.42980481;0.32160692;0.03200244;0.01900968;0.0;0.0;0.02135691;0.01331768
CHAVANTES;49.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-02-01;1570.042;;3370.499;;46.5819;1570.042;3370.499;0.21531643;0.27868052;0.01603205;0.01647237;0.0;0.0;0.01069903;0.01154011
CORUMBA;30.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-02-01;1043.219;;1531.054;;68.1373;1043.219;1531.054;0.031957;0.01950364;0.01065254;0.0074826;0.0;0.0;0.007109;0.00524211
CORUMBA-3;203.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-02-01;209.773;;425.126;;49.3437;209.773;425.126;0.00642599;0.00541555;0.00214204;0.00207768;0.0;0.0;0.0014295;0.00145557
CORUMBA-4;29.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-02-01;707.407;;1415.959;;49.9596;707.407;1415.959;0.02167005;0.01803748;0.00722349;0.0069201;0.0;0.0;0.00482061;0.00484804
CURUA-UNA;272.0;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2026-02-01;4.639;;28.109;;16.5036;4.639;28.109;0.00582106;0.01385888;0.00051784;0.0018369;0.0;0.0;3.161e-05;9.624e-05
DIVISA;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-02-01;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EDGARD SOUZA;107.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-02-01;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EMBORCAÇÃO;24.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-02-01;10743.63;;21873.496;;49.1171;10743.63;21873.496;0.3291104;0.2786399;0.10970559;0.10690057;0.0;0.0;0.07321231;0.07489174
ERNESTINA;110.0;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-02-01;200.175;;200.552;;99.812;200.175;200.552;0.085682;0.06620289;0.01674586;0.00980251;0.0;0.0;0.00136409;0.00068666
ESPORA;290.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-02-01;35.681;;112.927;;31.5965;35.681;112.927;0.00109302;0.00143854;0.00036435;0.0005519;0.0;0.0;0.00024315;0.00038665
FUNIL;123.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-02-01;426.071;;813.622;;52.3672;426.071;813.622;0.13346789;0.10769465;0.00435071;0.00397635;0.0;0.0;0.00290345;0.00278573
FURNAS;6.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-02-01;13078.562;;35035.949;;37.329;13078.562;35035.949;0.60319464;0.67989462;0.13354809;0.17122837;0.0;0.0;0.08912367;0.11995811
G. B. MUNHOZ;74.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-02-01;2430.756;;5880.363;;41.3368;2430.756;5880.363;0.48835534;0.58435864;0.20334758;0.28741842;0.0;0.0;0.01656435;0.02013353
G. P. SOUZA;115.0;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2026-02-01;205.69;;374.956;;54.8571;205.69;374.956;1.0;1.0;0.01720722;0.01832697;0.0;0.0;0.00140167;0.0012838
GARIBALDI;89.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-02-01;50.634;;101.775;;49.7509;50.634;101.775;0.01165677;0.015122;0.00423584;0.00497452;0.0;0.0;0.00034504;0.00034846
GOV JAYME CANET JR;57.0;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2026-02-01;90.579;159.343;261.737;451.213;34.6069;249.922;712.95;0.03427444;0.05894833;0.00757749;0.01279309;0.00162709;0.00220518;0.00170309;0.00244104
GUARAPIRANGA;117.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-02-01;298.619;;408.675;;73.07;298.619;408.675;0.04033314;0.04202207;0.00304926;0.00199728;0.0;0.0;0.00203493;0.00139925
I. SOLTEIRA;34.0;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2026-02-01;2872.464;;3691.575;;77.8113;2872.464;3691.575;1.0;1.0;0.02933137;0.01804154;0.0;0.0;0.01957436;0.01263943
