nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual;ear_total_mwmes;ear_maxima_total_mwmes;val_contribearbacia;val_contribearmaxbacia;val_contribearsubsistema;val_contribearmaxsubsistema;val_contribearsubsistemajusante;val_contribearmaxsubsistemajusante;val_contribearsin;val_contribearmaxsin
JURUMIRIM;47.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-29;2333.324;;4121.37;;56.6153;2333.324;4121.37;0.31685306;0.34076424;0.02444167;0.02014204;0.0;0.0;0.01618564;0.01411099
LAJES;124.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-29;462.86;;512.183;;90.37;462.86;512.183;0.149135;0.06779484;0.00484848;0.00250315;0.0;0.0;0.00321074;0.00175364
LUIZ GONZAGA;172.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-29;1551.856;;3418.033;;45.402;1551.856;3418.033;0.05553066;0.06482484;0.05677521;0.06612405;0.0;0.0;0.01076481;0.01170286
M. MORAES;7.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-29;3075.31;;4339.622;;70.8658;3075.31;4339.622;0.14884539;0.08421309;0.032214;0.02120868;0.0;0.0;0.0213326;0.01485825
MACHADINHO;91.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-29;560.614;;890.994;;62.9201;560.614;890.994;0.12467659;0.13238625;0.04542214;0.04354971;0.0;0.0;0.00388883;0.00305064
MANSO;278.0;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2026-01-29;367.092;;555.798;;66.0477;367.092;555.798;1.0;1.0;0.0038453;0.00271631;0.0;0.0;0.00254642;0.00190297
MARIMBONDO;17.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-29;1990.697;;5393.697;;36.9078;1990.697;5393.697;0.09634999;0.10466808;0.02085264;0.02636018;0.0;0.0;0.01380893;0.01846725
MIRANDA;26.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-29;219.148;;269.778;;81.2327;219.148;269.778;0.00690629;0.00343662;0.00229558;0.00131846;0.0;0.0;0.00152017;0.00092368
NOVA PONTE;25.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-29;6913.795;;22766.333;;30.3685;6913.795;22766.333;0.21788308;0.29001349;0.0724223;0.11126406;0.0;0.0;0.04795914;0.07794869
PARAIBUNA;121.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-29;1626.02;;4561.222;;35.6488;1626.02;4561.222;0.52390893;0.60374377;0.01703263;0.02229169;0.0;0.0;0.01127927;0.01561698
PASSO FUNDO;93.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-29;1384.314;;1706.162;;81.1361;1384.314;1706.162;0.30786163;0.25350607;0.11216007;0.08339322;0.0;0.0;0.00960262;0.00584166
PASSO REAL;111.0;Reservatório com Usina;JACUI;SUL;S;SUL;;;2026-01-29;2141.303;;2828.801;;75.6965;2141.303;2828.801;0.91378207;0.93379678;0.17349293;0.13826519;0.0;0.0;0.01485365;0.00968541
PEDRA DO CAVALO;189.0;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2026-01-29;238.779;;335.383;;71.1959;238.779;335.383;1.0;1.0;0.00873581;0.0064882;0.0;0.0;0.00165635;0.0011483
PEIXE ANGICAL;257.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-29;100.093;117.888;114.392;147.034;87.5;217.981;261.426;0.00783792;0.00524104;0.00104848;0.00055906;0.01307042;0.00960856;0.00151208;0.00089509
PONTE NOVA;105.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-29;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORTO ESTRELA;135.0;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-29;8.748;;12.899;;67.8192;8.748;12.899;1.0;1.0;9.164e-05;6.304e-05;0.0;0.0;6.068e-05;4.416e-05
PROMISSÃO;40.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-29;1251.684;;1829.65;;68.4111;1251.684;1829.65;0.17580041;0.18813406;0.01311144;0.0089419;0.0;0.0;0.0086826;0.00626446
QUEBRA QUEIXO;95.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-29;3.08;;10.163;;30.306;3.08;10.163;0.00068497;0.00151005;0.00024955;0.00049674;0.0;0.0;2.137e-05;3.48e-05
QUEIMADO;162.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-29;122.408;211.879;283.402;484.803;43.1924;334.287;768.205;0.01196192;0.01456942;0.00128223;0.00138505;0.00775167;0.00937883;0.00231886;0.00263022
RETIRO BAIXO;155.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-29;6.838;26.449;11.43;42.91;59.825;33.287;54.34;0.00119112;0.00103059;7.163e-05;5.586e-05;0.00096765;0.00083012;0.0002309;0.00018605
RONDON II;276.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-29;35.352;;56.442;;62.6342;35.352;56.442;0.04845461;0.02782819;0.00037031;0.00027584;0.0;0.0;0.00024523;0.00019325
S.DO FACÃO;21.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-29;3068.012;;6581.918;;46.6127;3068.012;6581.918;0.09668611;0.08384508;0.03213756;0.03216728;0.0;0.0;0.02128198;0.02253555
SALTO RS;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-29;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SALTO SANTIAGO;77.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-29;2202.606;;3340.803;;65.9304;2202.606;3340.803;0.4243262;0.33199092;0.17845983;0.16329065;0.0;0.0;0.01527889;0.01143843
SAMUEL;279.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-29;159.392;;257.288;;61.9508;159.392;257.288;0.21846791;0.1268534;0.00166964;0.00125742;0.0;0.0;0.00110566;0.00088092
SANTA BRANCA;122.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-29;170.668;;454.095;;37.5842;170.668;454.095;0.05498978;0.06010605;0.00178775;0.00221926;0.0;0.0;0.00118388;0.00155476
SANTA CLARA-PR;71.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-29;178.83;;373.966;;47.8199;178.83;373.966;0.03445112;0.03716272;0.01448919;0.01827859;0.0;0.0;0.0012405;0.00128041
SANTANA;181.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-29;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SANTONIO CM;193.0;Reservatório sem usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-29;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAO ROQUE;88.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-29;465.86;;801.912;;58.0937;465.86;801.912;0.10360397;0.11915021;0.03774497;0.03919559;0.0;0.0;0.00323155;0.00274563
SÃO SIMÃO;33.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-29;1740.134;;5014.801;;34.7;1740.134;5014.801;0.05483902;0.06388205;0.01822798;0.02450843;0.0;0.0;0.01207084;0.01716997
SEGREDO;76.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-29;209.983;;447.497;;46.9239;209.983;447.497;0.04045267;0.04446983;0.01701327;0.02187261;0.0;0.0;0.0014566;0.00153217
SERRA DA MESA;251.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-29;19061.428;6054.607;35277.664;6620.419;54.0326;25116.035;41898.083;0.90309521;0.8399674;0.19966927;0.17240968;0.67128347;0.43263937;0.17422321;0.14345308
SINOP;227.0;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2026-01-29;164.936;;900.655;;18.3129;164.936;900.655;0.2260667;0.44405938;0.00172771;0.0044017;0.0;0.0;0.00114412;0.00308371
SOBRADINHO;169.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-29;13579.413;;30100.282;;45.1139;13579.413;30100.282;0.48591739;0.5708681;0.49680767;0.58230931;0.0;0.0;0.09419675;0.10305909
TOCOS;180.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-29;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRÊS IRMÃOS;43.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-29;1787.032;;2328.579;;76.7435;1787.032;2328.579;0.25099064;0.23943651;0.01871924;0.01138028;0.0;0.0;0.01239616;0.00797272
TRÊS MARIAS;156.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-29;1508.362;10938.725;2345.606;16040.745;64.3059;12447.087;18386.351;0.44539893;0.34870707;0.01580016;0.01146349;0.40019716;0.31031852;0.08634211;0.06295225
TUCURUI;275.0;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2026-01-29;2477.044;;7721.097;;32.0815;2477.044;7721.097;0.08906687;0.15479156;0.27463363;0.50456785;0.0;0.0;0.01718259;0.02643594
A. VERMELHA;18.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-30;1369.923;;4340.282;;31.563;1369.923;4340.282;0.06530267;0.0842259;0.0142525;0.02121191;0.0;0.0;0.0094653;0.01486051
ANTA;128.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-30;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
B. BONITA;37.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-30;2035.664;;2713.786;;75.012;2035.664;2713.786;0.28257801;0.27904549;0.02117879;0.01326287;0.0;0.0;0.01406514;0.00929162
BALBINA;277.0;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2026-01-30;365.381;;785.737;;46.5017;365.381;785.737;0.48958079;0.38740015;0.04065723;0.05134732;0.0;0.0;0.00252455;0.00269025
BARRA GRANDE;86.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-30;1868.942;;2991.427;;62.4766;1868.942;2991.427;0.42372517;0.44447414;0.15389088;0.14621397;0.0;0.0;0.0129132;0.01024222
BATALHA;20.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;1472.972;;2751.514;;53.5331;1472.972;2751.514;0.04613754;0.03505071;0.01532461;0.01344725;0.0;0.0;0.0101773;0.00942079
BILLINGS;118.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-30;1804.816;;2444.556;;73.83;1804.816;2444.556;0.25053315;0.25136187;0.01877708;0.01194708;0.0;0.0;0.01247013;0.00836981
BLANG;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-30;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOA ESPERANÇA;190.0;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2026-01-30;106.122;;264.178;;40.1706;106.122;264.178;1.0;1.0;0.00386156;0.00511069;0.0;0.0;0.00073324;0.00090451
C.BRANCO-1;27.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;5.412;;20.753;;26.0782;5.412;20.753;0.00016952;0.00026437;5.631e-05;0.00010142;0.0;0.0;3.739e-05;7.106e-05
CACONDE;14.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-30;464.4;;853.4;;54.4176;464.4;853.4;0.02213742;0.01656076;0.00483156;0.00417075;0.0;0.0;0.00320871;0.00292192
CACU;311.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;22.647;;30.877;;73.3459;22.647;30.877;0.00070937;0.00039333;0.00023562;0.0001509;0.0;0.0;0.00015648;0.00010572
CAMARGOS;1.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-30;1188.534;;1568.489;;75.7757;1188.534;1568.489;0.05665607;0.03043752;0.01236536;0.00766555;0.0;0.0;0.00821201;0.00537028
CAMPOS NOVOS;90.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-30;123.648;;227.826;;54.273;123.648;227.826;0.02803338;0.03385099;0.01018132;0.0111356;0.0;0.0;0.00085433;0.00078004
CAPIVARA;61.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-30;3137.612;;3889.672;;80.6652;3137.612;3889.672;0.42783677;0.32160692;0.03264331;0.01900968;0.0;0.0;0.0216789;0.01331768
CHAVANTES;49.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-30;1596.932;;3370.499;;47.3797;1596.932;3370.499;0.21775358;0.27868052;0.01661428;0.01647237;0.0;0.0;0.01103378;0.01154011
CORUMBA;30.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;998.69;;1531.054;;65.2289;998.69;1531.054;0.03128172;0.01950364;0.01039024;0.0074826;0.0;0.0;0.00690031;0.00524211
CORUMBA-3;203.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;209.434;;425.126;;49.264;209.434;425.126;0.00656005;0.00541555;0.00217892;0.00207768;0.0;0.0;0.00144706;0.00145557
CORUMBA-4;29.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;708.874;;1415.959;;50.0632;708.874;1415.959;0.02220389;0.01803748;0.00737503;0.0069201;0.0;0.0;0.00489787;0.00484804
CURUA-UNA;272.0;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2026-01-30;4.584;;28.109;;16.3079;4.584;28.109;0.00614219;0.01385888;0.00051008;0.0018369;0.0;0.0;3.167e-05;9.624e-05
DIVISA;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-30;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EDGARD SOUZA;107.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-30;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EMBORCAÇÃO;24.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;10657.499;;21873.496;;48.7233;10657.499;21873.496;0.33382224;0.2786399;0.11087926;0.10690057;0.0;0.0;0.07363653;0.07489174
ERNESTINA;110.0;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-30;201.445;;200.552;;100.4453;201.445;200.552;0.08617876;0.06620289;0.01658722;0.00980251;0.0;0.0;0.00139186;0.00068666
ESPORA;290.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;32.766;;112.927;;29.0152;32.766;112.927;0.00102632;0.00143854;0.00034089;0.0005519;0.0;0.0;0.00022639;0.00038665
FUNIL;123.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-30;420.766;;813.622;;51.7152;420.766;813.622;0.13396403;0.10769465;0.0043776;0.00397635;0.0;0.0;0.00290723;0.00278573
FURNAS;6.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-30;12765.589;;35035.949;;36.4357;12765.589;35035.949;0.60852112;0.67989462;0.13281156;0.17122837;0.0;0.0;0.08820209;0.11995811
G. B. MUNHOZ;74.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-30;2514.013;;5880.363;;42.7527;2514.013;5880.363;0.49383932;0.58435864;0.20700679;0.28741842;0.0;0.0;0.01737023;0.02013353
G. P. SOUZA;115.0;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2026-01-30;209.113;;374.956;;55.77;209.113;374.956;1.0;1.0;0.01721861;0.01832697;0.0;0.0;0.00144484;0.0012838
GARIBALDI;89.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-30;50.606;;101.775;;49.7234;50.606;101.775;0.01147336;0.015122;0.00416696;0.00497452;0.0;0.0;0.00034966;0.00034846
GOV JAYME CANET JR;57.0;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2026-01-30;96.463;169.533;261.737;451.213;36.8549;265.996;712.95;0.03627054;0.05894833;0.00794288;0.01279309;0.0017638;0.00220518;0.00183786;0.00244104
GUARAPIRANGA;117.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-30;292.039;;408.675;;71.46;292.039;408.675;0.04053901;0.04202207;0.00303834;0.00199728;0.0;0.0;0.0020178;0.00139925
I. SOLTEIRA;34.0;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2026-01-30;2810.028;;3691.575;;76.12;2810.028;3691.575;1.0;1.0;0.02923517;0.01804154;0.0;0.0;0.0194155;0.01263943
IRAPE;148.0;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-30;1281.483;680.915;1962.895;1004.893;65.2854;1962.398;2967.788;1.0;1.0;0.01333239;0.0095931;0.02477711;0.0194403;0.01355892;0.01016128
ITUMBIARA;31.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;5826.521;;15706.409;;37.0965;5826.521;15706.409;0.1825027;0.20007923;0.06061838;0.07676067;0.0;0.0;0.04025755;0.05377651
JAGUARI;120.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-30;429.649;;1213.775;;35.3977;429.649;1213.775;0.13679221;0.16066069;0.00447001;0.00593198;0.0;0.0;0.0029686;0.00415579
JORDÃO;73.0;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2026-01-30;7.568;;20.306;;37.2698;7.568;20.306;0.00148662;0.0020179;0.00062316;0.00099251;0.0;0.0;5.229e-05;6.952e-05
JURUMIRIM;47.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-30;2333.126;;4121.37;;56.6104;2333.126;4121.37;0.31813911;0.34076424;0.02427355;0.02014204;0.0;0.0;0.01612042;0.01411099
LAJES;124.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-30;463.526;;512.183;;90.5001;463.526;512.183;0.14757801;0.06779484;0.00482247;0.00250315;0.0;0.0;0.00320267;0.00175364
LUIZ GONZAGA;172.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-30;1545.024;;3418.033;;45.2021;1545.024;3418.033;0.05496317;0.06482484;0.05622027;0.06612405;0.0;0.0;0.01067513;0.01170286
M. MORAES;7.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-30;3146.822;;4339.622;;72.5137;3146.822;4339.622;0.15000543;0.08421309;0.03273913;0.02120868;0.0;0.0;0.02174254;0.01485825
MACHADINHO;91.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-30;533.762;;890.994;;59.9064;533.762;890.994;0.12101413;0.13238625;0.04395059;0.04354971;0.0;0.0;0.00368796;0.00305064
MANSO;278.0;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2026-01-30;369.725;;555.798;;66.5215;369.725;555.798;1.0;1.0;0.00384657;0.00271631;0.0;0.0;0.00255456;0.00190297
MARIMBONDO;17.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-30;2042.786;;5393.697;;37.8736;2042.786;5393.697;0.09737729;0.10466808;0.02125288;0.02636018;0.0;0.0;0.01411435;0.01846725
MIRANDA;26.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;221.909;;269.778;;82.2562;221.909;269.778;0.0069508;0.00343662;0.00230871;0.00131846;0.0;0.0;0.00153325;0.00092368
NOVA PONTE;25.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;6926.076;;22766.333;;30.4224;6926.076;22766.333;0.21694379;0.29001349;0.07205801;0.11126406;0.0;0.0;0.04785478;0.07794869
PARAIBUNA;121.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-30;1648.443;;4561.222;;36.1404;1648.443;4561.222;0.52483342;0.60374377;0.01715019;0.02229169;0.0;0.0;0.01138969;0.01561698
PASSO FUNDO;93.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-30;1375.862;;1706.162;;80.6408;1375.862;1706.162;0.31193443;0.25350607;0.1132901;0.08339322;0.0;0.0;0.00950633;0.00584166
PASSO REAL;111.0;Reservatório com Usina;JACUI;SUL;S;SUL;;;2026-01-30;2136.08;;2828.801;;75.5119;2136.08;2828.801;0.91382124;0.93379678;0.17588734;0.13826519;0.0;0.0;0.01475895;0.00968541
PEDRA DO CAVALO;189.0;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2026-01-30;239.223;;335.383;;71.3283;239.223;335.383;1.0;1.0;0.00870484;0.0064882;0.0;0.0;0.00165288;0.0011483
PEIXE ANGICAL;257.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-30;82.504;97.382;114.392;147.034;72.1239;179.886;261.426;0.00648282;0.00524104;0.00085836;0.00055906;0.01083604;0.00960856;0.0012429;0.00089509
PONTE NOVA;105.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-30;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORTO ESTRELA;135.0;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-30;8.748;;12.899;;67.8192;8.748;12.899;1.0;1.0;9.101e-05;6.304e-05;0.0;0.0;6.044e-05;4.416e-05
PROMISSÃO;40.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-30;1269.345;;1829.65;;69.3764;1269.345;1829.65;0.17620245;0.18813406;0.0132061;0.0089419;0.0;0.0;0.00877037;0.00626446
QUEBRA QUEIXO;95.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-30;3.915;;10.163;;38.5221;3.915;10.163;0.00088761;0.00151005;0.00032237;0.00049674;0.0;0.0;2.705e-05;3.48e-05
QUEIMADO;162.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-30;124.592;215.564;283.402;484.803;43.963;340.156;768.205;0.01210082;0.01456942;0.00129624;0.00138505;0.00784393;0.00937883;0.00235026;0.00263022
RETIRO BAIXO;155.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-30;6.396;24.732;11.43;42.91;55.958;31.128;54.34;0.00110736;0.00103059;6.654e-05;5.586e-05;0.00089995;0.00083012;0.00021507;0.00018605
RONDON II;276.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-30;35.102;;56.442;;62.1913;35.102;56.442;0.04703382;0.02782819;0.0003652;0.00027584;0.0;0.0;0.00024253;0.00019325
S.DO FACÃO;21.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;3074.694;;6581.918;;46.7143;3074.694;6581.918;0.09630789;0.08384508;0.03198872;0.03216728;0.0;0.0;0.02124418;0.02253555
SALTO RS;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-30;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SALTO SANTIAGO;77.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-30;2187.292;;3340.803;;65.472;2187.292;3340.803;0.42965999;0.33199092;0.1801042;0.16329065;0.0;0.0;0.0151128;0.01143843
SAMUEL;279.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-30;167.95;;257.288;;65.277;167.95;257.288;0.22503933;0.1268534;0.00174733;0.00125742;0.0;0.0;0.00116043;0.00088092
SANTA BRANCA;122.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-30;178.503;;454.095;;39.3096;178.503;454.095;0.05683202;0.06010605;0.00185712;0.00221926;0.0;0.0;0.00123334;0.00155476
SANTA CLARA-PR;71.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-30;180.77;;373.966;;48.3386;180.77;373.966;0.0355095;0.03716272;0.01488481;0.01827859;0.0;0.0;0.00124901;0.00128041
SANTANA;181.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-30;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SANTONIO CM;193.0;Reservatório sem usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-30;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAO ROQUE;88.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-30;454.006;;801.912;;56.6154;454.006;801.912;0.10293191;0.11915021;0.03738339;0.03919559;0.0;0.0;0.00313689;0.00274563
SÃO SIMÃO;33.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-30;1768.176;;5014.801;;35.2591;1768.176;5014.801;0.05538415;0.06388205;0.01839588;0.02450843;0.0;0.0;0.01221697;0.01716997
SEGREDO;76.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-30;201.108;;447.497;;44.9406;201.108;447.497;0.03950458;0.04446983;0.01655947;0.02187261;0.0;0.0;0.00138953;0.00153217
SERRA DA MESA;251.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-30;19048.696;6052.963;35277.664;6620.419;53.9965;25101.659;41898.083;0.90462629;0.8399674;0.1981802;0.17240968;0.67353458;0.43263937;0.17343649;0.14345308
SINOP;227.0;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2026-01-30;173.297;;900.655;;19.2412;173.297;900.655;0.23220387;0.44405938;0.00180296;0.0044017;0.0;0.0;0.00119737;0.00308371
SOBRADINHO;169.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-30;13636.146;;30100.282;;45.3024;13636.146;30100.282;0.48509657;0.5708681;0.49619149;0.58230931;0.0;0.0;0.09421709;0.10305909
TOCOS;180.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-30;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
